[2025-07-25 23:08:58] FDS: Action = Hold, State = (2, 2, 2, 2, 2, 2, 0), Price = 462.80, Reward = 0.0000, Equity = 100000000.00
[2025-07-27 02:35:26] PENN: Action = Hold, State = (3, 2, 0, 0, 1, 2, 1), Price = 15.58, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:35:34] CSGP: Action = Hold, State = (4, 2, 0, 2, 2, 2, 1), Price = 78.52, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:37:24] NKTR: Action = Hold, State = (2, 2, 3, 2, 1, 2, 1), Price = 0.68, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:37:33] VSCO: Action = Hold, State = (4, 3, 4, 2, 1, 2, 1), Price = 21.75, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:37:41] TSLA: Action = Hold, State = (0, 2, 4, 4, 1, 1, 1), Price = 297.68, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:37:49] CCO: Action = Hold, State = (2, 3, 3, 1, 2, 2, 1), Price = 1.14, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:37:57] HOOD: Action = Hold, State = (4, 1, 0, 3, 1, 2, 1), Price = 70.20, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:38:05] CCJ: Action = Hold, State = (4, 3, 4, 4, 1, 2, 1), Price = 61.71, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:38:14] RSG: Action = Hold, State = (0, 2, 4, 2, 2, 2, 1), Price = 252.97, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:38:22] AEMD: Action = Hold, State = (2, 2, 2, 4, 1, 2, 1), Price = 0.33, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:38:30] DUO: Action = Hold, State = (2, 3, 2, 0, 1, 2, 1), Price = 0.20, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:38:38] BPMC: Action = Hold, State = (2, 1, 0, 2, 1, 2, 1), Price = 127.76, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:38:46] STI: Action = Hold, State = (2, 2, 4, 0, 1, 2, 1), Price = 3.60, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:38:55] MORN: Action = Hold, State = (4, 3, 4, 2, 2, 2, 1), Price = 312.38, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:39:03] GOOG: Action = Hold, State = (4, 4, 4, 2, 1, 2, 1), Price = 174.90, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:39:11] OACC: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 10.53, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:39:19] DSGX: Action = Hold, State = (0, 1, 4, 2, 1, 2, 1), Price = 102.25, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:39:27] GOOGL: Action = Hold, State = (4, 4, 4, 2, 1, 2, 1), Price = 173.70, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:39:35] MTN: Action = Hold, State = (0, 1, 4, 3, 1, 2, 1), Price = 151.50, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:39:43] GM: Action = Hold, State = (0, 2, 4, 1, 1, 2, 1), Price = 47.31, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:39:51] PXLW: Action = Hold, State = (2, 2, 2, 2, 1, 2, 1), Price = 0.51, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:39:59] TIVC: Action = Hold, State = (2, 2, 2, 0, 2, 2, 1), Price = 3.90, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:40:07] IOSP: Action = Hold, State = (2, 2, 1, 2, 3, 2, 1), Price = 86.13, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:40:15] AMZN: Action = Hold, State = (4, 3, 4, 2, 1, 2, 1), Price = 213.75, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:40:23] AAPL: Action = Hold, State = (4, 3, 4, 2, 1, 2, 1), Price = 204.47, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:40:31] GRDN: Action = Hold, State = (0, 1, 0, 2, 1, 2, 1), Price = 20.65, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:40:40] AUB: Action = Hold, State = (3, 3, 4, 2, 2, 2, 1), Price = 30.60, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:40:48] KEYS: Action = Hold, State = (4, 2, 4, 2, 3, 2, 1), Price = 161.95, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:40:56] KSCP: Action = Hold, State = (3, 2, 4, 1, 1, 2, 1), Price = 6.13, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:41:04] BOLT: Action = Hold, State = (2, 2, 3, 1, 1, 2, 1), Price = 0.32, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:41:12] PENN: Action = Hold, State = (3, 2, 0, 0, 1, 2, 1), Price = 15.58, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:41:20] CSGP: Action = Hold, State = (4, 2, 0, 2, 2, 2, 1), Price = 78.52, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:43:09] NKTR: Action = Hold, State = (2, 2, 3, 2, 1, 2, 1), Price = 0.68, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:43:18] VSCO: Action = Hold, State = (4, 3, 4, 2, 1, 2, 1), Price = 21.75, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:43:27] TSLA: Action = Hold, State = (0, 2, 4, 4, 1, 1, 1), Price = 297.68, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:43:35] CCO: Action = Hold, State = (2, 3, 3, 1, 2, 2, 1), Price = 1.14, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:43:43] HOOD: Action = Hold, State = (4, 1, 0, 3, 1, 2, 1), Price = 70.20, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:43:51] CCJ: Action = Hold, State = (4, 3, 4, 4, 1, 2, 1), Price = 61.71, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:43:59] RSG: Action = Hold, State = (0, 2, 4, 2, 2, 2, 1), Price = 252.97, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:44:08] AEMD: Action = Hold, State = (2, 2, 2, 4, 1, 2, 1), Price = 0.33, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:44:16] DUO: Action = Hold, State = (2, 3, 2, 0, 1, 2, 1), Price = 0.20, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:44:24] BPMC: Action = Hold, State = (2, 1, 0, 2, 1, 2, 1), Price = 127.76, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:44:31] STI: Action = Hold, State = (2, 2, 4, 0, 1, 2, 1), Price = 3.60, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:44:39] MORN: Action = Hold, State = (4, 3, 4, 2, 2, 2, 1), Price = 312.38, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:44:47] GOOG: Action = Hold, State = (4, 4, 4, 2, 1, 2, 1), Price = 174.90, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:44:56] OACC: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 10.53, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:45:04] DSGX: Action = Hold, State = (0, 1, 4, 2, 1, 2, 1), Price = 102.25, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:45:12] GOOGL: Action = Hold, State = (4, 4, 4, 2, 1, 2, 1), Price = 173.70, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:45:20] MTN: Action = Hold, State = (0, 1, 4, 3, 1, 2, 1), Price = 151.50, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:45:28] GM: Action = Hold, State = (0, 2, 4, 1, 1, 2, 1), Price = 47.31, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:45:36] PXLW: Action = Hold, State = (2, 2, 2, 2, 1, 2, 1), Price = 0.51, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:45:45] TIVC: Action = Hold, State = (2, 2, 2, 0, 2, 2, 1), Price = 3.90, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:45:53] IOSP: Action = Hold, State = (2, 2, 1, 2, 3, 2, 1), Price = 86.13, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:46:01] AMZN: Action = Hold, State = (4, 3, 4, 2, 1, 2, 1), Price = 213.75, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:46:09] AAPL: Action = Hold, State = (4, 3, 4, 2, 1, 2, 1), Price = 204.47, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:46:17] GRDN: Action = Hold, State = (0, 1, 0, 2, 1, 2, 1), Price = 20.65, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:46:25] AUB: Action = Hold, State = (3, 3, 4, 2, 2, 2, 1), Price = 30.60, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:46:33] KEYS: Action = Hold, State = (4, 2, 4, 2, 3, 2, 1), Price = 161.95, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:46:42] KSCP: Action = Hold, State = (3, 2, 4, 1, 1, 2, 1), Price = 6.13, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:46:50] BOLT: Action = Hold, State = (2, 2, 3, 1, 1, 2, 1), Price = 0.32, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:46:58] PENN: Action = Hold, State = (3, 2, 0, 0, 1, 2, 1), Price = 15.58, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:47:06] CSGP: Action = Hold, State = (4, 2, 0, 2, 2, 2, 1), Price = 78.52, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:48:55] NKTR: Action = Hold, State = (2, 2, 3, 2, 1, 2, 1), Price = 0.68, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:49:04] VSCO: Action = Hold, State = (4, 3, 4, 2, 1, 2, 1), Price = 21.75, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:49:12] TSLA: Action = Hold, State = (0, 2, 4, 4, 1, 1, 1), Price = 297.68, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:49:20] CCO: Action = Hold, State = (2, 3, 3, 1, 2, 2, 1), Price = 1.14, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:49:28] HOOD: Action = Hold, State = (4, 1, 0, 3, 1, 2, 1), Price = 70.20, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:49:36] CCJ: Action = Hold, State = (4, 3, 4, 4, 1, 2, 1), Price = 61.71, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:49:44] RSG: Action = Hold, State = (0, 2, 4, 2, 2, 2, 1), Price = 252.97, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:49:52] AEMD: Action = Hold, State = (2, 2, 2, 4, 1, 2, 1), Price = 0.33, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:50:00] DUO: Action = Hold, State = (2, 3, 2, 0, 1, 2, 1), Price = 0.20, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:50:08] BPMC: Action = Hold, State = (2, 1, 0, 2, 1, 2, 1), Price = 127.76, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:50:16] STI: Action = Hold, State = (2, 2, 4, 0, 1, 2, 1), Price = 3.60, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:50:24] MORN: Action = Hold, State = (4, 3, 4, 2, 2, 2, 1), Price = 312.38, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:50:32] GOOG: Action = Hold, State = (4, 4, 4, 2, 1, 2, 1), Price = 174.90, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:50:40] OACC: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 10.53, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:50:48] DSGX: Action = Hold, State = (0, 1, 4, 2, 1, 2, 1), Price = 102.25, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:50:56] GOOGL: Action = Hold, State = (4, 4, 4, 2, 1, 2, 1), Price = 173.70, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:51:05] MTN: Action = Hold, State = (0, 1, 4, 3, 1, 2, 1), Price = 151.50, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:51:13] GM: Action = Hold, State = (0, 2, 4, 1, 1, 2, 1), Price = 47.31, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:51:21] PXLW: Action = Hold, State = (2, 2, 2, 2, 1, 2, 1), Price = 0.51, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:51:29] TIVC: Action = Hold, State = (2, 2, 2, 0, 2, 2, 1), Price = 3.90, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:51:37] IOSP: Action = Hold, State = (2, 2, 1, 2, 3, 2, 1), Price = 86.13, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:51:45] AMZN: Action = Hold, State = (4, 3, 4, 2, 1, 2, 1), Price = 213.75, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:51:53] AAPL: Action = Hold, State = (4, 3, 4, 2, 1, 2, 1), Price = 204.47, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:52:02] GRDN: Action = Hold, State = (0, 1, 0, 2, 1, 2, 1), Price = 20.65, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:52:11] AUB: Action = Hold, State = (3, 3, 4, 2, 2, 2, 1), Price = 30.60, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:52:20] KEYS: Action = Hold, State = (4, 2, 4, 2, 3, 2, 1), Price = 161.95, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:52:29] KSCP: Action = Hold, State = (3, 2, 4, 1, 1, 2, 1), Price = 6.13, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:52:38] BOLT: Action = Hold, State = (2, 2, 3, 1, 1, 2, 1), Price = 0.32, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:52:47] PENN: Action = Hold, State = (3, 2, 0, 0, 1, 2, 1), Price = 15.58, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:52:56] CSGP: Action = Hold, State = (4, 2, 0, 2, 2, 2, 1), Price = 78.52, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:54:46] NKTR: Action = Hold, State = (2, 2, 3, 2, 1, 2, 1), Price = 0.68, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:54:55] VSCO: Action = Hold, State = (4, 3, 4, 2, 1, 2, 1), Price = 21.75, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:55:04] TSLA: Action = Hold, State = (0, 2, 4, 4, 1, 1, 1), Price = 297.68, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:55:13] CCO: Action = Hold, State = (2, 3, 3, 1, 2, 2, 1), Price = 1.14, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:55:22] HOOD: Action = Hold, State = (4, 1, 0, 3, 1, 2, 1), Price = 70.20, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:55:31] CCJ: Action = Hold, State = (4, 3, 4, 4, 1, 2, 1), Price = 61.71, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:55:40] RSG: Action = Hold, State = (0, 2, 4, 2, 2, 2, 1), Price = 252.97, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:55:49] AEMD: Action = Hold, State = (2, 2, 2, 4, 1, 2, 1), Price = 0.33, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:55:58] DUO: Action = Hold, State = (2, 3, 2, 0, 1, 2, 1), Price = 0.20, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:56:07] BPMC: Action = Hold, State = (2, 1, 0, 2, 1, 2, 1), Price = 127.76, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:56:16] STI: Action = Hold, State = (2, 2, 4, 0, 1, 2, 1), Price = 3.60, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:56:25] MORN: Action = Hold, State = (4, 3, 4, 2, 2, 2, 1), Price = 312.38, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:56:34] GOOG: Action = Hold, State = (4, 4, 4, 2, 1, 2, 1), Price = 174.90, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:56:43] OACC: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 10.53, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:56:52] DSGX: Action = Hold, State = (0, 1, 4, 2, 1, 2, 1), Price = 102.25, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:57:01] GOOGL: Action = Hold, State = (4, 4, 4, 2, 1, 2, 1), Price = 173.70, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:57:09] MTN: Action = Hold, State = (0, 1, 4, 3, 1, 2, 1), Price = 151.50, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:57:18] GM: Action = Hold, State = (0, 2, 4, 1, 1, 2, 1), Price = 47.31, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:57:27] PXLW: Action = Hold, State = (2, 2, 2, 2, 1, 2, 1), Price = 0.51, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:57:36] TIVC: Action = Hold, State = (2, 2, 2, 0, 2, 2, 1), Price = 3.90, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:57:45] IOSP: Action = Hold, State = (2, 2, 1, 2, 3, 2, 1), Price = 86.13, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:57:54] AMZN: Action = Hold, State = (4, 3, 4, 2, 1, 2, 1), Price = 213.75, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:58:03] AAPL: Action = Hold, State = (4, 3, 4, 2, 1, 2, 1), Price = 204.47, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:58:12] GRDN: Action = Hold, State = (0, 1, 0, 2, 1, 2, 1), Price = 20.65, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:58:21] AUB: Action = Hold, State = (3, 3, 4, 2, 2, 2, 1), Price = 30.60, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:58:30] KEYS: Action = Hold, State = (4, 2, 4, 2, 3, 2, 1), Price = 161.95, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:58:39] KSCP: Action = Hold, State = (3, 2, 4, 1, 1, 2, 1), Price = 6.13, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:58:48] BOLT: Action = Hold, State = (2, 2, 3, 1, 1, 2, 1), Price = 0.32, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:58:57] PENN: Action = Hold, State = (3, 2, 0, 0, 1, 2, 1), Price = 15.58, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 02:59:06] CSGP: Action = Hold, State = (4, 2, 0, 2, 2, 2, 1), Price = 78.52, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 03:00:55] NKTR: Action = Hold, State = (2, 2, 3, 2, 1, 2, 1), Price = 0.68, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 03:01:03] VSCO: Action = Hold, State = (4, 3, 4, 2, 1, 2, 1), Price = 21.75, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 03:01:11] TSLA: Action = Hold, State = (0, 2, 4, 4, 1, 1, 1), Price = 297.68, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 03:01:19] CCO: Action = Hold, State = (2, 3, 3, 1, 2, 2, 1), Price = 1.14, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 03:01:28] HOOD: Action = Hold, State = (4, 1, 0, 3, 1, 2, 1), Price = 70.20, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 03:01:35] CCJ: Action = Hold, State = (4, 3, 4, 4, 1, 2, 1), Price = 61.71, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 03:01:44] RSG: Action = Hold, State = (0, 2, 4, 2, 2, 2, 1), Price = 252.97, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 03:01:52] AEMD: Action = Hold, State = (2, 2, 2, 4, 1, 2, 1), Price = 0.33, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 03:02:00] DUO: Action = Hold, State = (2, 3, 2, 0, 1, 2, 1), Price = 0.20, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 03:02:08] BPMC: Action = Hold, State = (2, 1, 0, 2, 1, 2, 1), Price = 127.76, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 03:02:15] STI: Action = Hold, State = (2, 2, 4, 0, 1, 2, 1), Price = 3.60, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 03:02:24] MORN: Action = Hold, State = (4, 3, 4, 2, 2, 2, 1), Price = 312.38, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 03:02:32] GOOG: Action = Hold, State = (4, 4, 4, 2, 1, 2, 1), Price = 174.90, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 03:02:40] OACC: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 10.53, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 03:02:48] DSGX: Action = Hold, State = (0, 1, 4, 2, 1, 2, 1), Price = 102.25, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 03:02:56] GOOGL: Action = Hold, State = (4, 4, 4, 2, 1, 2, 1), Price = 173.70, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 03:03:04] MTN: Action = Hold, State = (0, 1, 4, 3, 1, 2, 1), Price = 151.50, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 03:03:12] GM: Action = Hold, State = (0, 2, 4, 1, 1, 2, 1), Price = 47.31, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 03:03:19] PXLW: Action = Hold, State = (2, 2, 2, 2, 1, 2, 1), Price = 0.51, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 03:03:28] TIVC: Action = Hold, State = (2, 2, 2, 0, 2, 2, 1), Price = 3.90, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 03:03:35] IOSP: Action = Hold, State = (2, 2, 1, 2, 3, 2, 1), Price = 86.13, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 03:03:43] AMZN: Action = Hold, State = (4, 3, 4, 2, 1, 2, 1), Price = 213.75, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 03:03:51] AAPL: Action = Hold, State = (4, 3, 4, 2, 1, 2, 1), Price = 204.47, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 03:03:59] GRDN: Action = Hold, State = (0, 1, 0, 2, 1, 2, 1), Price = 20.65, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 03:04:07] AUB: Action = Hold, State = (3, 3, 4, 2, 2, 2, 1), Price = 30.60, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 03:04:15] KEYS: Action = Hold, State = (4, 2, 4, 2, 3, 2, 1), Price = 161.95, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 03:04:23] KSCP: Action = Hold, State = (3, 2, 4, 1, 1, 2, 1), Price = 6.13, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 03:04:31] BOLT: Action = Hold, State = (2, 2, 3, 1, 1, 2, 1), Price = 0.32, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 03:04:39] PENN: Action = Hold, State = (3, 2, 0, 0, 1, 2, 1), Price = 15.58, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 03:04:47] CSGP: Action = Hold, State = (4, 2, 0, 2, 2, 2, 1), Price = 78.52, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 03:06:37] NKTR: Action = Hold, State = (2, 2, 3, 2, 1, 2, 1), Price = 0.68, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 03:06:45] VSCO: Action = Hold, State = (4, 3, 4, 2, 1, 2, 1), Price = 21.75, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 03:06:53] TSLA: Action = Hold, State = (0, 2, 4, 4, 1, 1, 1), Price = 297.68, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 03:07:02] CCO: Action = Hold, State = (2, 3, 3, 1, 2, 2, 1), Price = 1.14, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 03:07:10] HOOD: Action = Hold, State = (4, 1, 0, 3, 1, 2, 1), Price = 70.20, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 03:07:17] CCJ: Action = Hold, State = (4, 3, 4, 4, 1, 2, 1), Price = 61.71, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 03:07:25] RSG: Action = Hold, State = (0, 2, 4, 2, 2, 2, 1), Price = 252.97, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 03:07:33] AEMD: Action = Hold, State = (2, 2, 2, 4, 1, 2, 1), Price = 0.33, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 03:07:41] DUO: Action = Hold, State = (2, 3, 2, 0, 1, 2, 1), Price = 0.20, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 03:07:49] BPMC: Action = Hold, State = (2, 1, 0, 2, 1, 2, 1), Price = 127.76, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 03:07:57] STI: Action = Hold, State = (2, 2, 4, 0, 1, 2, 1), Price = 3.60, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 03:08:05] MORN: Action = Hold, State = (4, 3, 4, 2, 2, 2, 1), Price = 312.38, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 03:08:13] GOOG: Action = Hold, State = (4, 4, 4, 2, 1, 2, 1), Price = 174.90, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 03:08:21] OACC: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 10.53, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 03:08:30] DSGX: Action = Hold, State = (0, 1, 4, 2, 1, 2, 1), Price = 102.25, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 03:08:38] GOOGL: Action = Hold, State = (4, 4, 4, 2, 1, 2, 1), Price = 173.70, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 03:08:46] MTN: Action = Hold, State = (0, 1, 4, 3, 1, 2, 1), Price = 151.50, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 03:08:53] GM: Action = Hold, State = (0, 2, 4, 1, 1, 2, 1), Price = 47.31, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 03:09:01] PXLW: Action = Hold, State = (2, 2, 2, 2, 1, 2, 1), Price = 0.51, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 03:09:10] TIVC: Action = Hold, State = (2, 2, 2, 0, 2, 2, 1), Price = 3.90, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 03:09:18] IOSP: Action = Hold, State = (2, 2, 1, 2, 3, 2, 1), Price = 86.13, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 03:09:26] AMZN: Action = Hold, State = (4, 3, 4, 2, 1, 2, 1), Price = 213.75, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 03:09:34] AAPL: Action = Hold, State = (4, 3, 4, 2, 1, 2, 1), Price = 204.47, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 03:09:42] GRDN: Action = Hold, State = (0, 1, 0, 2, 1, 2, 1), Price = 20.65, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 03:09:50] AUB: Action = Hold, State = (3, 3, 4, 2, 2, 2, 1), Price = 30.60, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 03:09:58] KEYS: Action = Hold, State = (4, 2, 4, 2, 3, 2, 1), Price = 161.95, Reward = 0.0000, Equity = 100000652.73
[2025-07-27 03:10:06] KSCP: Action = Hold, State = (3, 2, 4, 1, 1, 2, 1), Price = 6.13, Reward = 0.0000, Equity = 100000652.73
